"得意先","部門","製造倉庫","受注日","製造指示日","製造指示番号","品番","ｻｲｽﾞ(厚さ)","ｻｲｽﾞ(縦)","ｻｲｽﾞ(横)","ｻｲｽﾞ(高さ)","品名","色","数量","規格","製造期限","配送便","出荷日","出庫日","進捗","担当者","生地日","調達"
"ムトウ電材　富士見★","九州工場","九州工場","2026/07/08","2026/07/08","26-J0080210-001-771","SD0000C","1.50","900.0","170.0","680.0","SUS ﾀﾞｸﾄ 焼付","2.5Y9/1 近似色","1","平蓋ﾊﾟｯｷﾝ付　ｱｰｽ　ｹｰﾌﾞﾙ支持棒   1F下部ﾀﾞｸﾄ","2026/08/24","福山通運　九州発送","2026/08/24","","未着手","","2026/08/19","製造"
"ムトウ電材　富士見★","九州工場","九州工場","2026/07/08","2026/07/08","26-J0080210-003-771","SD0000C","1.50","900.0","170.0","800.0","SUS ﾀﾞｸﾄ 焼付","2.5Y9/1 近似色","1","平蓋ﾊﾟｯｷﾝ付　ｱｰｽ　ｹｰﾌﾞﾙ支持棒   2F下部ﾀﾞｸﾄ","2026/08/24","福山通運　九州発送","2026/08/24","","未着手","","2026/08/19","製造"
"岡本電機　安佐★","九州工場","九州工場","2026/07/31","2026/07/31","26-J0099524-001-771","ZE0000W","3.20","1,200.0","1,200.0","500.0","ZN PBﾄｸ 被せ","","1","ｱｰｽ 本体2分割 底面開口","2026/08/24","福山通運　九州発送","2026/08/24","","切断","林(浩)","2026/08/07","製造"
"岡本電機　安佐★","九州工場","九州工場","2026/07/31","2026/07/31","26-J0099524-002-771","ZE0000W","3.20","1,200.0","1,200.0","500.0","ZN PBﾄｸ 被せ","","1","ｱｰｽ 本体2分割 底面・側面開口","2026/08/24","福山通運　九州発送","2026/08/24","","CAD/CAM","熊谷","2026/08/07","製造"
"東芝電材　中津★","九州工場","九州工場","2026/07/31","2026/07/31","26-J0099566-001-771","ZE0000X","3.20","900.0","700.0","900.0","ZN PBﾄｸ 水切","","2","◆HDZT-49  ｱｰｽ","2026/08/24","福山通運　九州発送","2026/08/24","","切断","林(浩)","2026/08/07","製造"
"三親電材　松江★","九州工場","九州工場","2026/08/03","2026/08/03","26-J0099936-001-771","SE6050WN","1.50","600.0","600.0","500.0","SUS PB 被せ","","1","ｱｰｽ","2026/08/24","福山通運　九州発送","2026/08/24","","未着手","","2026/08/24","製造"
"カンサイ　大分★","九州工場","九州工場","2026/07/22","2026/07/22","26-J0090020-006-771","ZG0000","3.20","1,300.0","50.0","0.0","ZN 架台","","30","ｴｱｺﾝ用ｶﾞｰﾄﾞ用架台","2026/08/20","自社便","2026/08/25","2026/08/21","切断","森山","2026/07/30","製造"
"カンサイ　大分★","九州工場","九州工場","2026/07/22","2026/07/22","26-J0090020-002-771","ZG0000","0.00","2,300.0","1,300.0","450.0","ZN 架台","","6","室内ﾕﾆｯﾄ用ｶﾞｰﾄﾞ固定用架台　L-50X50X6t　","2026/08/20","自社便","2026/08/25","2026/08/21","溶接","横澤","2026/07/30","製造"
"Q-mast　電気グル－プ★","九州工場","九州工場","2026/07/30","2026/07/30","26-J0098581-001-771","ZG0000","0.00","125.0","125.0","1,400.0","ZN 架台","","12","穴加工 L50x50x4t C100x50x5 ベース6ｔ","2026/08/24","ヤマックス　ｽﾎﾟｯﾄ便","2026/08/25","","未着手","","2026/08/06","製造"
"Q-mast　電気グル－プ★","九州工場","九州工場","2026/07/30","2026/07/30","26-J0098581-002-771","ZG0000","0.00","180.0","180.0","1,500.0","ZN 架台","","15","穴加工 C150x75x6.5 ベース6ｔ","2026/08/24","ヤマックス　ｽﾎﾟｯﾄ便","2026/08/25","","未着手","","2026/08/06","製造"
"Q-mast　電気グル－プ★","九州工場","九州工場","2026/07/30","2026/07/30","26-J0098581-003-771","ZG0000","0.00","180.0","180.0","1,500.0","ZN 架台","","4","穴加工 L40x40x5 C150x75x6.5 ベース6ｔ","2026/08/24","ヤマックス　ｽﾎﾟｯﾄ便","2026/08/25","","未着手","","2026/08/06","製造"
"光電気産業","九州工場","九州工場","2026/08/03","2026/08/03","26-J0100791-002-771","ZCPL0000","3.20","500.0","300.0","0.0","ZN 縞鋼板","","12","ｺﾞﾑP付 穴加工6-φ7","2026/08/24","沖縄直送","2026/08/25","","未着手","","2026/08/17","製造"
"光電気産業","九州工場","九州工場","2026/08/03","2026/08/03","26-J0100791-001-771","ZCPL0000","3.20","1,130.0","300.0","0.0","ZN 縞鋼板","","11","ｺﾞﾑP付 穴加工12-φ7","2026/08/24","沖縄直送","2026/08/25","","未着手","","2026/08/17","製造"
"イシグロ　福岡★","九州工場","九州工場","2026/07/16","2026/07/16","26-J0087133-001-771","SG0000N","6.00","940.0","65.0","1,380.0","SUS 架台","","2","SUS-L-65x65x6t　SUS-FB6x50　SUS-PL-6t　","2026/08/26","店頭渡し","2026/08/27","","未着手","","2026/08/26","製造"
